DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2014,173.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2015,159.76,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2016,118.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2017,148.85,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2018,167.67,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2019,177.51,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Iceland,2020,203.07,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2011,115.86,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2012,122.5,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2013,119.14,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2014,115.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2015,138.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2016,134.56,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2017,149.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2018,146.27,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2019,152.58,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Italy,2020,158.37,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2011,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2013,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2014,31.93,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2015,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2016,29.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2017,59.44,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2018,87.35,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2019,26.45,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Liechtenstein,2020,335.46,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2011,7.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2012,12.19,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2013,15.21,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2014,14.21,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2015,15.5,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2016,23.45,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2017,48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2018,45.75,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2019,46.44,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Lithuania,2020,56.94,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2011,128.75,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2012,202.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2013,228.46,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2014,176.1,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2015,220.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2016,224.29,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2017,228.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2018,239.83,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2019,258.1,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Luxembourg,2020,290.64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2011,35.83,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2012,40.77,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2013,58.67,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2014,50.55,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2015,64.84,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2016,88.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2017,103.27,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2018,118.56,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2019,117.11,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Latvia,2020,131.24,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2011,245.26,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2012,156.49,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2013,235.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2014,225.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2015,237.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2016,245.42,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2017,290.94,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2018,356.21,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2019,319.75,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Malta,2020,445.82,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2011,317.89,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2012,351.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2013,391.41,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2014,370.71,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2015,399.38,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2016,405.16,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2017,421.2,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2018,427.92,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2019,402.6,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Netherlands,2020,362.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2011,218.16,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2012,250.75,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2013,247.32,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2014,260.76,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2015,297.39,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2016,299.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2017,321.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2018,344.06,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2019,334.85,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Norway,2020,329.87,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2011,1.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2012,1.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2013,3.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2014,2.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2015,3.91,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2016,7.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2017,10.98,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2018,9.16,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2019,6.46,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Poland,2020,6.48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2011,0.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2012,0.21,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2013,99.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2014,114.16,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2015,141.55,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2016,155.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2017,169.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2018,203.15,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2019,231.17,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Portugal,2020,269.87,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2011,0.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2013,0.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2014,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2015,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2016,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2017,0.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2018,0.11,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2019,0.18,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Romania,2020,0.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2011,72.63,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2012,62.9,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2013,80.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2014,84.74,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2015,95.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2016,88.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2017,83.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2018,77.62,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2019,74.91,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Serbia,2020,75.61,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2011,281.39,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2012,307.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2013,306.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2014,302.45,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2015,307.39,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2016,316.91,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2017,314.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2018,321.87,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2019,304.88,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Sweden,2020,305.75,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2011,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2013,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2014,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2015,0.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2016,2.79,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2017,1.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2018,2.06,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2019,1.82,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovenia,2020,3.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2011,55.64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2012,143.29,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2013,107.92,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2014,127.7,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2015,90.85,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2016,115.98,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2017,85.71,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2018,87.08,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2019,80.5,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Slovakia,2020,83.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2011,3.8,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2012,5.1,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2013,6.07,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2014,5.93,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2015,4.39,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2016,3.7,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2017,4.27,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2018,4.15,dp
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2019,1.5,dp
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,Türkiye,2020,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2011,326.53,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2012,375.84,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2013,388.94,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2014,409.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2015,465.94,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2016,456.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2017,465.5,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2018,455.51,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2019,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,65 years or over,Dementia,United Kingdom,2020,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2011,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2012,0.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2013,0.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2014,0.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2015,0.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2016,0.15,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2017,0.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2018,0.08,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2019,0.05,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Austria,2020,0.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2011,0.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2012,0.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2013,0.22,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2014,0.24,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2015,0.26,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2016,0.32,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Females,Less than 65 years,Dementia,Belgium,2017,0.36,
